,incident_id,title,short_desc,date,location,tags,lat,lon,geom,locality,town,state,country
4223,incident_6937, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084361999999998,36.7816911,"-1.3084361999999998,36.7816911",Nairobi,,Nairobi County,Kenya
4224,incident_6936, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084361999999998,36.7816911,"-1.3084361999999998,36.7816911",Nairobi,,Nairobi County,Kenya
4225,incident_6935, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084361999999998,36.7816911,"-1.3084361999999998,36.7816911",Nairobi,,Nairobi County,Kenya
4226,incident_6934, sexual invites ," they say that they will go and launch with us inside the hotel  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Frepals. LM: Mashauri hotel, Kibera, Nairobi, Kenya",Sexual Invites,-1.3084361999999998,36.7816911,"-1.3084361999999998,36.7816911",Nairobi,,Nairobi County,Kenya
4227,incident_6933, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4228,incident_6932, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4229,incident_6931, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4230,incident_6930, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4231,incident_6929, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4232,incident_6928, commenting and staring ," when we walk they look at our butocks and say that ""tumetosha mboga""  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, kijiji, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
